water,water--adjust,uv,UV adjust,area,fertilizer_usage,Fret_use_norm,yield,pesticides,Pest_norm,region,categories, Y_area , Y_area_norm,ADDED Cost Values,ADDED Cost Values_norm,Profit ratio,Dummy PR
7.696,7.696,90.703,90.703,8.903,1,0.2,50.247,1.941,0.2024585,1,"b,c",5.643827923,33%,0.903718948,32%,1%,2
8.835,8.835,93.292,93.292,7.145,1,0.2,59.83,5.989,0.627757932,2,"d,c,a",8.373687894,55%,1.404578949,53%,1%,2
0.23,0.23,78.879,78.879,6.285,0,0,30.174,7.096,0.744063879,2,"b,c,d,a",4.800954654,27%,0.750034424,26%,1%,2
5.92,5.92,78.735,78.735,5.245,2,0.4,29.507,1.136,0.117881908,0,b,5.625738799,33%,0.901323596,32%,1%,2
6.399,6.399,63.76,63.76,15.089,0,0,73.614,3.36,0.351544442,5,"c,b",4.878653324,27%,0.766762699,26%,1%,2
6.432,6.432,71.218,71.218,10.513,2,0.4,58.407,0.715,0.073649926,2,"a,b,c",5.555692952,33%,0.891057383,32%,1%,2
2.826,2.826,68.694,68.694,11.758,0,0,62.034,6.318,0.662324018,2,d,5.275897261,31%,0.840511625,29%,1%,2
9.132,9.132,81.425,81.425,8.379,0,0,34.137,0.257,0.025530574,2,"c,b,d",4.074113856,21%,0.622054389,20%,1%,2
4.747,4.747,78.661,78.661,11.705,2,0.4,75.17,3.337,0.349127968,5,"c,b,d,a",6.422041862,39%,1.054753549,38%,1%,2
2.125,2.125,79.798,79.798,7.277,0,0,26.292,3.897,0.407963858,5,"a,b,c",3.613027346,18%,0.539647552,17%,1%,2
7.949,7.949,91.506,91.506,7.389,2,0.4,48.315,1.534,0.159697415,3,d,6.538773853,40%,1.07774173,39%,1%,2
8.569,8.569,75.087,75.087,3.869,5,1,47.962,5.678,0.595083001,1,"d,c,a",12.39648488,86%,2.154257739,85%,1%,2
8.189,8.189,88.427,88.427,9.366,1,0.2,49.111,1.052,0.109056524,0,c,5.243540466,30%,0.843022293,30%,1%,2
4.532,4.532,73.021,73.021,8.283,1,0.2,30.988,0.739,0.076171465,1,b,3.741156586,19%,0.567534076,18%,1%,2
7.369,7.369,83.28,83.28,6.873,3,0.6,68.564,6.032,0.632275688,2,"b,c,a",9.975847519,67%,1.711843155,66%,1%,2
6.13,6.13,82.559,82.559,10.787,1,0.2,48.638,1.106,0.114729985,2,"c,b,d,a",4.508945953,25%,0.712102945,24%,1%,2
6.735,6.735,99.227,99.227,8.105,1,0.2,39.838,1.434,0.149191007,2,d,4.915237508,28%,0.786699299,27%,1%,2
,6,82.815,82.815,8.037,1,0.2,54.609,5.181,0.542866148,2,"b,d",6.794699515,42%,1.131614987,42%,1%,2
8.614,8.614,76.94,76.94,9.267,3,0.6,93.898,5.572,0.583946207,3,"c,b",10.13251322,68%,1.746106218,68%,0%,2
4.71,4.71,62.553,62.553,12.489,0,0,49.103,2.928,0.306156756,6,"b,c,a,d",3.931699896,20%,0.609327779,20%,0%,2
,9,60.744,60.744,7.534,1,0.2,47.164,2.393,0.249947468,2,a,6.260153969,38%,1.037714484,38%,0%,2
3.374,3.374,52.066,52.066,7.99,1,0.2,41.821,4.174,0.437066611,6,c,5.23416771,30%,0.851608205,30%,0%,2
5.965,5.965,70.131,70.131,10.941,3,0.6,97.313,5.148,0.539399033,4,b,8.894342382,59%,1.525825994,58%,0%,2
,6,,70,11.008,0,0,33.722,0.661,0.067976466,6,b,3.06340843,13%,0.456725305,13%,0%,2
1.135,1.135,55.212,55.212,7.167,3,0.6,51.148,5.139,0.538453457,6,"a,d",7.136598298,45%,1.204461152,45%,0%,2
3.65,3.65,62.191,62.191,10.178,1,0.2,47.608,3.066,0.3206556,6,"b,d",4.677539792,26%,0.753506867,26%,0%,2
,10,91.224,91.224,8.429,2,0.4,67.321,2.933,0.306682076,0,"c,a",7.986831178,52%,1.360788484,51%,0%,2
5.548,5.548,,80,8.752,0,0,40.052,3.603,0.377075016,5,b,4.576325411,25%,0.735838449,25%,0%,2
5.479,5.479,78.553,78.553,8.052,4,0.8,82.265,5.881,0.616411011,4,"b,a,d",10.21671634,69%,1.770597026,69%,0%,2
9.26,9.26,76.631,76.631,4.038,5,1,50.554,5.61,0.587938643,2,"d,b",12.51956414,87%,2.192953901,87%,0%,2
5.171,5.171,70.401,70.401,15.508,0,0,51.948,1.706,0.177768439,6,"d,b",3.349754965,16%,0.511521922,16%,0%,2
6.84,6.84,73.982,73.982,9.203,3,0.6,90.422,6.245,0.654654339,4,"c,b,a",9.825274367,66%,1.699128268,66%,0%,2
6.552,6.552,67.571,67.571,13.569,2,0.4,77.14,1.107,0.114835049,6,"d,b",5.685017319,34%,0.940203233,34%,0%,2
1.741,1.741,84.067,84.067,15.39,2,0.4,75.536,2.79,0.291657911,6,"c,a,d",4.908122157,28%,0.797867278,28%,0%,2
4.41,4.41,59.622,59.622,15.457,1,0.2,71.315,2.506,0.26181971,6,"b,a,c",4.613767225,25%,0.745088915,25%,0%,2
4.514,4.514,72.468,72.468,13.076,0,0,58.09,4.061,0.425194369,4,"a,c,b",4.442490058,24%,0.715362871,24%,0%,1
8.281,8.281,77.932,77.932,7.441,1,0.2,53.726,4.629,0.484870771,3,"d,a,c",7.220266093,46%,1.224939764,46%,0%,1
8.597,8.597,69.929,69.929,8.615,1,0.2,62.41,4.482,0.46942635,1,"b,d,c",7.244341265,46%,1.230458591,46%,0%,1
5.1,5.1,86.127,86.127,7.698,0,0,48.511,6.974,0.73124606,2,"c,a,b",6.301766693,39%,1.060289446,39%,0%,1
8.44,8.44,72.415,72.415,9.07,3,0.6,67.319,1.14,0.118302164,3,"b,a",7.42216097,47%,1.268919121,48%,0%,1
6.389,6.389,78.913,78.913,6.911,0,0,30.194,2.819,0.29470477,6,"c,a,b",4.368976993,24%,0.709259633,24%,0%,1
6.343,6.343,64.023,64.023,2.729,2,0.4,23.027,6.156,0.645303635,4,"b,c,d",8.437889337,55%,1.456806886,55%,0%,1
,6,77.619,77.619,6.824,1,0.2,30.967,1.497,0.155810044,0,"a,c,b,d",4.537954279,25%,0.744558883,25%,-1%,1
6.197,6.197,81.842,81.842,8.547,0,0,47.552,5.069,0.53109897,3,d,5.563589564,33%,0.93291667,33%,-1%,1
6.76,6.76,101.857,101.857,7.168,3,0.6,44.429,0.116,0.010716537,2,"c,a,b",6.198242188,38%,1.049883314,38%,-1%,1
5.886,5.886,82.397,82.397,8.322,1,0.2,56.456,5.502,0.576591721,1,b,6.783946167,42%,1.157777869,43%,-1%,1
15.214,15.214,66.904,66.904,8.438,3,0.6,86.742,1.91,0.199201513,1,"a,b,c,d",10.27992415,69%,1.799201513,70%,-1%,1
6.714,6.714,85.356,85.356,9.628,0,0,44.4,3.097,0.323912587,2,"a,d",4.611549647,25%,0.760027752,26%,-1%,1
12.859,12.859,63.808,63.808,10.124,2,0.4,86.383,2.257,0.235658752,3,"d,b",8.532497037,56%,1.479429483,56%,-1%,1
1.219,1.219,88.294,88.294,6.957,3,0.6,34.811,1.555,0.161903761,6,"a,b",5.003737243,28%,0.833483966,29%,-1%,1
4.134,4.134,53.788,53.788,11.088,3,0.6,92.88,5.627,0.589724732,4,"b,d,c,a",8.376623377,55%,1.454684265,55%,-1%,1
,7,77.431,77.431,6.779,0,0,38.773,4.901,0.513448203,0,"b,d,a",5.719575159,34%,0.968536435,35%,-1%,1
8.759,8.759,83.758,83.758,11.988,3,0.6,98.518,2.442,0.255095608,4,c,8.218051385,53%,1.426874831,54%,-1%,1
4.37,4.37,73.367,73.367,5.294,0,0,14.359,1.336,0.138894726,6,"c,a,b,d",2.712315829,11%,0.419510355,12%,-1%,1
3.739,3.739,66.871,66.871,6.984,4,0.8,48.397,1.487,0.154759403,6,"d,b",6.929696449,43%,1.193514876,44%,-1%,1
7.85,7.85,86.275,86.275,9.208,0,0,52.057,4.279,0.44809834,2,"b,c,a",5.653453519,33%,0.959575055,34%,-1%,1
,2,70.54,70.54,5.017,3,0.6,35.066,4.605,0.482349233,5,"d,b,c",6.989435918,44%,1.205740503,45%,-1%,1
0.154,0.154,73.853,73.853,9.182,2,0.4,58.541,6.61,0.693002732,2,c,6.375626225,39%,1.093931483,40%,-1%,1
6.21,6.21,82.418,82.418,11.87,0,0,72.788,6.174,0.647194789,4,c,6.132097725,37%,1.0498749,38%,-1%,1
4.14,4.14,78.605,78.605,7.627,1,0.2,26.96,1.049,0.108741332,6,"c,a,b",3.534810541,17%,0.574098902,18%,-1%,1
5.413,5.413,58.359,58.359,9.681,2,0.4,53.416,1.81,0.188695104,6,"c,b",5.517611817,32%,0.93850272,34%,-1%,1
11.465,11.465,77.541,77.541,6.846,3,0.6,73.74,5.27,0.552216852,1,"b,c",10.77125329,73%,1.90351047,74%,-1%,1
3.33,3.33,66.695,66.695,8.029,0,0,41.437,6.328,0.663374659,1,c,5.160916677,30%,0.87499732,31%,-1%,1
6.576,6.576,75.192,75.192,4.354,0,0,15.557,1.533,0.159592351,1,b,3.573036288,17%,0.58655268,19%,-1%,1
4.19,4.19,65.212,65.212,9.796,0,0,45.585,4.933,0.516810254,2,"b,d,a",4.653429971,26%,0.785484793,27%,-1%,1
8.941,8.941,69.738,69.738,8.745,2,0.4,59.026,1.789,0.186488758,3,"b,a,d,c",6.749685535,42%,1.17034175,43%,-1%,1
9.7,9.7,71.769,71.769,4.13,2,0.4,29.673,2.075,0.216537088,0,"b,c,a,d",7.184745763,45%,1.250741678,47%,-1%,1
9.95,9.95,66.649,66.649,7.653,3,0.6,79.727,5.66,0.593191847,3,"d,b",10.41774468,70%,1.843981286,72%,-1%,1
3.135,3.135,55.494,55.494,9.635,1,0.2,29.895,1.004,0.104013448,6,"c,a,b",3.102750389,14%,0.502699928,15%,-1%,1
3.891,3.891,69.953,69.953,9.264,0,0,23.519,1.45,0.150872032,3,"b,c",2.538752159,9%,0.399711093,11%,-1%,1
1.598,1.598,55.655,55.655,8.9,2,0.4,31.143,0.775,0.079953772,6,"b,c",3.499213483,17%,0.576676606,18%,-1%,1
4.67,4.67,65.325,65.325,6.819,0,0,39.212,6.593,0.691216642,1,"b,c",5.750403285,34%,0.991734089,36%,-2%,1
8.468,8.468,76.128,76.128,8.921,4,0.8,99.336,5.991,0.627968061,2,"d,b",11.13507454,76%,1.98044252,78%,-2%,1
5.56,5.56,65.479,65.479,10.949,0,0,50.405,4.053,0.424353856,5,"d,b",4.603616769,25%,0.783913362,27%,-2%,1
5.84,5.84,78.938,78.938,5.777,0,0,19.131,1.622,0.168943055,2,b,3.311580405,15%,0.547077592,17%,-2%,1
1.813,1.813,61.306,61.306,4.299,4,0.8,37.665,6.084,0.637739021,5,a,8.761339846,58%,1.548724824,59%,-2%,1
6.883,6.883,80.304,80.304,7.111,0,0,33.675,3.49,0.365202774,2,c,4.735620869,26%,0.812529296,28%,-2%,1
7.994,7.994,77.469,77.469,8.052,3,0.6,79.611,6.081,0.637423829,2,d,9.887108793,66%,1.758453416,68%,-2%,1
4.575,4.575,69.758,69.758,8.998,1,0.2,35.795,1.746,0.181971002,5,"c,a",3.978106246,20%,0.676186207,22%,-2%,1
8.93,8.93,83.305,83.305,8.624,1,0.2,50.54,2.283,0.238390418,6,"a,b,c",5.86038961,35%,1.021513677,37%,-2%,1
8.936,8.936,88.831,88.831,7.833,1,0.2,65.023,6.567,0.688484976,2,a,8.301161752,54%,1.472006271,56%,-2%,1
5.889,5.889,88.109,88.109,8.554,0,0,25.559,1.121,0.116305947,2,"d,a,c,b",2.98795885,13%,0.497691113,15%,-2%,1
8.957,8.957,67.483,67.483,11.17,3,0.6,110.115,5.473,0.573544862,4,"b,d",9.858102059,66%,1.758459285,68%,-2%,1
8.339,8.339,91.04,91.04,6.047,2,0.4,35.957,0.951,0.098445051,1,b,5.946254341,36%,1.042361729,38%,-2%,1
8.35,8.35,58.159,58.159,12.864,1,0.2,58.608,0.432,0.043916789,3,"b,c,d,a",4.555970149,25%,0.7885632,27%,-2%,1
4.964,4.964,66.685,66.685,11.985,1,0.2,57.708,3.03,0.316873293,6,"b,c,a,d",4.815018773,27%,0.836894521,29%,-2%,1
4.151,4.151,84.557,84.557,6.275,2,0.4,38.016,3.82,0.399873923,6,"c,b",6.058326693,37%,1.065961226,39%,-2%,1
9.58,9.58,63.06,63.06,8.262,3,0.6,71.589,3.052,0.319184703,6,d,8.664851126,57%,1.545428566,59%,-2%,1
8.572,8.572,62.602,62.602,8.284,3,0.6,67.072,2.697,0.281886951,6,d,8.096571704,52%,1.441260707,55%,-2%,1
5.51,5.51,60.051,60.051,6.351,0,0,14.657,0.239,0.02363942,2,c,2.307825539,8%,0.379881957,10%,-2%,1
7.722,7.722,76.451,76.451,4.144,2,0.4,36.151,6.256,0.655810044,3,"d,b",8.723696911,57%,1.558795317,60%,-3%,1
5.568,5.568,63.548,63.548,9.954,3,0.6,77.402,4.059,0.42498424,6,"b,c",7.77596946,50%,1.385074462,52%,-3%,1
5.73,5.73,75.593,75.593,11.754,1,0.2,55.356,2.416,0.252363942,6,c,4.709545687,26%,0.823201145,29%,-3%,1
8.583,8.583,92.312,92.312,6.53,2,0.4,58.415,6.141,0.643727674,3,a,8.945635528,59%,1.603831163,62%,-3%,1
6.999,6.999,66.392,66.392,6.378,0,0,26.812,2.676,0.279680605,3,c,4.203825651,22%,0.734702497,25%,-3%,1
4.49,4.49,87.983,87.983,6.944,3,0.6,57.918,5.777,0.605484345,2,b,8.340725806,54%,1.494060702,57%,-3%,1
3.811,3.811,71.13,71.13,8.108,3,0.6,56.575,3.83,0.400924564,6,"c,a,d",6.977676369,44%,1.244456473,47%,-3%,1
3.62,3.62,80.43,80.43,9.473,0,0,32.752,3.533,0.36972053,5,"b,a,c",3.457405257,16%,0.600581615,19%,-3%,1
8.824,8.824,84.948,84.948,8.932,2,0.4,71.477,4.392,0.459970582,3,b,8.002351097,52%,1.436061865,55%,-3%,1
4.263,4.263,83.991,83.991,5.781,1,0.2,22.527,2.027,0.211494011,6,"b,d,a",3.896730669,20%,0.685011326,23%,-3%,1
5.415,5.415,80.406,80.406,8.66,2,0.4,39.515,0.565,0.057890313,6,"d,a,b,c",4.562933025,25%,0.807830608,28%,-3%,1
5.532,5.532,65.965,65.965,14.026,0,0,60.395,3.863,0.404391679,6,"c,d",4.305931841,23%,0.762093682,26%,-3%,1
5.571,5.571,93.209,93.209,6.23,4,0.8,48.861,2.406,0.251313301,6,d,7.842857143,50%,1.411602541,54%,-3%,1
8.136,8.136,62.605,62.605,14.734,0,0,50.001,0.649,0.066715697,4,"d,b,c",3.393579476,16%,0.597165478,19%,-3%,1
7.718,7.718,85.706,85.706,10.41,2,0.4,72.733,3.403,0.356062198,6,"c,b,a",6.986839577,44%,1.258782113,47%,-3%,1
4.194,4.194,75.211,75.211,11.573,1,0.2,44.511,2.054,0.214330742,5,"b,d",3.846107319,19%,0.683270638,23%,-3%,1
13.22,13.22,86.966,86.966,5.852,5,1,76.547,4.86,0.509140576,2,"c,b,a",13.0804853,91%,2.376859827,94%,-3%,1
12.114,12.114,83.764,83.764,7.389,5,1,74.554,0.343,0.034566085,1,"d,b,c,a",10.08986331,68%,1.828913969,71%,-3%,1
6.16,6.16,69.926,69.926,7.488,3,0.6,64.873,5.43,0.569027107,2,"b,a",8.663595085,57%,1.568390248,60%,-3%,1
8.285,8.285,80.827,80.827,9.397,3,0.6,93.102,6.272,0.65749107,4,d,9.907630095,66%,1.79782542,70%,-3%,1
7.172,7.172,66.99,66.99,12.271,0,0,72.428,5.703,0.597709603,2,b,5.902371445,35%,1.06420821,39%,-3%,1
9.711,9.711,61.198,61.198,6.249,3,0.6,48.438,1.619,0.168627863,6,a,7.751320211,50%,1.403562187,53%,-3%,1
9.192,9.192,72.77,72.77,4.22,2,0.4,26.759,1.391,0.144673251,2,"c,a",6.340995261,39%,1.14517743,42%,-3%,1
5.651,5.651,87.526,87.526,8.646,1,0.2,54.42,5.452,0.571338516,1,"d,b",6.294240111,38%,1.136934908,42%,-4%,1
4.43,4.43,75.81,75.81,12.354,0,0,35.524,2.198,0.229459971,6,"d,c",2.875505909,12%,0.514055964,16%,-4%,1
9.851,9.851,64.053,64.053,9.411,2,0.4,55.511,0.252,0.025005253,6,a,5.898523005,35%,1.069227092,39%,-4%,1
9.158,9.158,79.257,79.257,9.011,2,0.4,80.399,5.968,0.625551586,1,"d,c,b,a",8.922317168,59%,1.623800227,63%,-4%,1
3.362,3.362,73.735,73.735,7.271,2,0.4,35.294,2.544,0.265812145,5,d,4.854077843,27%,0.879557667,31%,-4%,1
7.379,7.379,72.252,72.252,6.788,2,0.4,35.202,0.627,0.064404287,1,c,5.185916323,30%,0.944635148,34%,-4%,1
4.67,4.67,85.214,85.214,10.82,2,0.4,59.254,2.849,0.297856693,6,"b,d",5.476340111,32%,0.99837414,36%,-4%,1
2.112,2.112,69.586,69.586,7.107,3,0.6,52.502,5.912,0.619667997,2,c,7.38736457,47%,1.350489279,51%,-4%,1
8.576,8.576,47.962,47.962,6.367,4,0.8,69.505,6.099,0.639314982,2,"d,a",10.91644417,74%,1.998954096,78%,-4%,1
5.459,5.459,74.754,74.754,6.955,1,0.2,43.394,5.636,0.590670309,2,c,6.239252336,38%,1.143529537,42%,-4%,1
3.683,3.683,73.731,73.731,7.175,4,0.8,50.185,2.385,0.249106955,6,b,6.994425087,44%,1.284147422,48%,-4%,1
3.966,3.966,78.208,78.208,7.915,0,0,11.55,0.16,0.015339357,2,"b,a",1.45925458,1%,0.269153872,5%,-4%,1
8.376,8.376,70.244,70.244,8.503,2,0.4,46.469,0.582,0.059676403,2,"b,d",5.465012349,32%,1.006047638,36%,-4%,1
3.349,3.349,80.288,80.288,11.645,3,0.6,74.955,3.569,0.373502837,5,"b,d,c",6.436668098,40%,1.186385947,44%,-4%,1
,8,70.481,70.481,6.898,0,0,39.184,5.035,0.527526791,0,"c,a,b,d",5.680487098,34%,1.048954415,38%,-5%,1
2.757,2.757,74.451,74.451,14.813,3,0.6,85.155,2.76,0.288505989,6,"b,d,c",5.748666712,34%,1.062116178,39%,-5%,1
7.497,7.497,92.81,92.81,7.683,1,0.2,28.812,0.087,0.007669679,2,"b,d,c,a",3.750097618,19%,0.695728588,23%,-5%,1
5.314,5.314,86.261,86.261,6.561,1,0.2,31.992,3.45,0.36100021,6,"c,b",4.876085963,27%,0.904240226,32%,-5%,1
2.74,2.74,75.276,75.276,6.536,0,0,35.551,7.967,0.835574701,2,"c,d,b",5.439259486,32%,1.008057121,37%,-5%,1
12.82,12.82,88.061,88.061,4.623,5,1,47.218,0.427,0.043391469,2,"b,c",10.21371404,69%,1.884574964,74%,-5%,1
5.648,5.648,81.948,81.948,8.877,1,0.2,36.733,1.988,0.207396512,5,"c,d,b,a",4.137997071,22%,0.772793885,27%,-5%,1
5.73,5.73,68.306,68.306,10.161,0,0,25.241,0.965,0.099915949,6,a,2.484105895,9%,0.470753152,14%,-5%,1
6.469,6.469,77.162,77.162,10.21,0,0,40.285,3.112,0.325488548,6,"b,c",3.945641528,20%,0.745350562,25%,-5%,1
6.852,6.852,83.665,83.665,7.373,1,0.2,54.876,7.09,0.743433494,2,"d,b,a",7.442831954,47%,1.388703496,53%,-5%,1
,10,90.497,90.497,10.149,2,0.4,68.426,1.976,0.206135743,2,"c,b",6.742142083,42%,1.260242151,47%,-5%,1
12.139,12.139,66.041,66.041,5.717,1,0.2,41.574,3.457,0.361735659,6,"a,c",7.271995802,46%,1.357742027,51%,-5%,1
8.855,8.855,66.946,66.946,7.332,2,0.4,58.585,4.884,0.511662114,5,"c,a",7.990316421,52%,1.489809918,57%,-5%,1
2.565,2.565,64.719,64.719,9.057,1,0.2,50.347,6.524,0.68396722,4,"a,d,b,c",5.558904715,33%,1.044840246,38%,-5%,1
7.75,7.75,89.104,89.104,10.577,2,0.4,60.381,1.619,0.168627863,6,"a,c,d",5.708707573,34%,1.073470639,39%,-5%,1
3.512,3.512,77.724,77.724,16.169,2,0.4,93.522,4.47,0.468165581,6,"b,c",5.784031171,34%,1.091862012,40%,-6%,1
7.634,7.634,89.935,89.935,7.092,0,0,18.405,0.117,0.010821601,2,b,2.595177665,10%,0.507969007,15%,-6%,1
4.63,4.63,81.321,81.321,8.887,2,0.4,56.546,4.783,0.501050641,6,"c,a,d,b",6.36277709,39%,1.198914512,45%,-6%,1
6.396,6.396,74.262,74.262,9.565,1,0.2,44.64,2.641,0.276003362,5,"b,c,d",4.667015159,26%,0.8910226,32%,-6%,1
4.212,4.212,78.549,78.549,6.197,4,0.8,58.239,6.584,0.690271065,2,"c,b,d,a",9.397934484,63%,1.760405071,68%,-6%,1
8.499,8.499,70.584,70.584,10.61,1,0.2,60.29,3.12,0.326329061,6,a,5.682375118,34%,1.080860041,40%,-6%,1
7.81,7.81,85.841,85.841,11.606,0,0,54.161,3.691,0.386320656,6,b,4.666637946,26%,0.895143795,32%,-6%,1
5.385,5.385,84.677,84.677,8.683,4,0.8,68.505,3.262,0.341248161,6,"b,c,a",7.889554302,51%,1.489198274,57%,-6%,1
5.299,5.299,82.207,82.207,8.923,2,0.4,43.412,1.862,0.194158437,6,"b,c,d",4.865179872,27%,0.936403362,33%,-6%,1
7.14,7.14,70.758,70.758,9.716,0,0,42.683,3.694,0.386635848,6,"c,b",4.393062989,24%,0.851011594,30%,-6%,1
5.455,5.455,69.339,69.339,6.488,1,0.2,39.492,5.82,0.610002101,3,"b,a,d",6.086929716,37%,1.162595972,43%,-6%,1
,5,74.854,74.854,5.133,5,1,45.451,3.335,0.34891784,6,"a,c,d",8.854665887,58%,1.671327287,65%,-6%,1
14.217,14.217,65.374,65.374,7.549,3,0.6,64.37,0.769,0.079323387,2,c,8.526957213,56%,1.613183013,62%,-6%,1
5.54,5.54,69.833,69.833,6.045,4,0.8,36.684,0.056,0.004412692,6,"a,c",6.068486352,37%,1.16264541,43%,-6%,1
8.437,8.437,76.461,76.461,6.741,4,0.8,71.185,6.077,0.637003572,1,"d,c,b",10.56000593,72%,1.98742151,78%,-6%,1
8.156,8.156,70.899,70.899,9.563,1,0.2,55.093,3.638,0.380752259,6,"d,a,c",5.761058245,34%,1.112528828,41%,-7%,1
5.629,5.629,65.039,65.039,7.221,0,0,30.133,4.367,0.45734398,6,a,4.172967733,22%,0.821480904,29%,-7%,1
5.272,5.272,77.125,77.125,9.742,3,0.6,77.775,5.601,0.586993066,2,"c,a",7.983473619,52%,1.527446827,58%,-7%,1
5.615,5.615,60.732,60.732,9.418,2,0.4,67.511,5.873,0.615570498,3,b,7.168294755,45%,1.378778671,52%,-7%,1
8.516,8.516,81.663,81.663,12.536,0,0,47.547,1.963,0.20476991,4,c,3.792836631,19%,0.76042866,26%,-7%,1
3.884,3.884,74.296,74.296,16.32,0,0,71.383,5.906,0.619037613,6,"c,a,d,b",4.373958333,24%,0.867412298,31%,-7%,1
5.182,5.182,56.204,56.204,0.884,4,0.8,7.212,4.079,0.427085522,6,"c,d",8.158371041,53%,1.561568738,60%,-7%,1
5.67,5.67,60.038,60.038,2.864,2,0.4,23.019,7.424,0.7785249,0,"d,a",8.037360335,52%,1.54538174,59%,-7%,1
4.969,4.969,68.191,68.191,7.066,4,0.8,49.467,2.259,0.23586888,6,"d,c,a,b",7.000707614,44%,1.356221806,51%,-7%,1
7.526,7.526,67.637,67.637,13.208,3,0.6,96.448,3.086,0.322756882,6,"a,c",7.302241066,46%,1.412739633,54%,-7%,1
5.792,5.792,88.833,88.833,15.967,0,0,36.875,1.192,0.123765497,5,c,2.309450742,8%,0.498715742,15%,-7%,1
8.41,8.41,68.735,68.735,12.607,4,0.8,131.49,6.105,0.639945367,4,"c,a,b",10.42991989,71%,1.988572141,78%,-7%,1
5.369,5.369,76.401,76.401,18.311,1,0.2,77.373,2.91,0.304265602,6,c,4.225492873,22%,0.851154285,30%,-7%,1
9.499,9.499,94.025,94.025,11.47,1,0.2,89.654,6.606,0.692582475,4,a,7.816390584,50%,1.513452848,58%,-8%,1
8.222,8.222,88.666,88.666,9.351,3,0.6,62.678,1.693,0.176402606,6,"d,c,a",6.702812533,42%,1.312557574,49%,-8%,1
9.23,9.23,57.391,57.391,4.117,5,1,47.261,5.598,0.586677874,2,"c,a,d,b",11.47947535,79%,2.18970295,86%,-8%,1
4.46,4.46,57.234,57.234,9.037,0,0,35.184,4.901,0.513448203,5,"b,c,d,a",3.893327432,20%,0.800034378,28%,-8%,1
8.154,8.154,86.381,86.381,7.764,0,0,40.454,4.88,0.511241858,1,"b,d,c",5.210458527,30%,1.042885748,38%,-8%,1
8.132,8.132,90.752,90.752,6.991,0,0,39.963,5.793,0.607165371,0,"d,a,b",5.716349592,34%,1.137349794,42%,-8%,1
,7,,80,9.719,0,0,27.918,1.584,0.16495062,2,"a,c",2.872517749,12%,0.620038851,20%,-8%,1
4.321,4.321,79.671,79.671,6.818,0,0,11.65,1.255,0.130384535,5,"b,d",1.708712232,3%,0.407749534,11%,-8%,1
3.883,3.883,73.481,73.481,6.384,5,1,53.113,3.58,0.374658542,6,"b,c,d",8.319705514,54%,1.622966887,63%,-8%,1
8.85,8.85,78.474,78.474,12.02,3,0.6,114.195,6.317,0.662218954,2,"b,c,d",9.500415973,63%,1.840035061,72%,-8%,1
6.187,6.187,89.391,89.391,10.434,4,0.8,88.671,4.346,0.455137634,6,a,8.498274871,56%,1.656291939,64%,-8%,1
4.724,4.724,80.633,80.633,11.261,2,0.4,37.456,0.071,0.005988653,5,b,3.326169967,15%,0.710088428,24%,-8%,1
6.28,6.28,64.927,64.927,11.962,3,0.6,65.725,0.98,0.10149191,5,b,5.494482528,32%,1.108815779,41%,-9%,1
9.44,9.44,70.653,70.653,5.782,2,0.4,29.646,0.257,0.025530574,6,"d,b",5.127291595,29%,1.042486922,38%,-9%,1
6.461,6.461,67.518,67.518,12.556,0,0,41.433,2.849,0.297856693,6,b,3.299856642,15%,0.717187992,24%,-9%,1
4.921,4.921,93.947,93.947,9.006,1,0.2,21.547,0.34,0.034250893,6,"c,b,a,d",2.3925161,8%,0.551419528,17%,-9%,1
1.881,1.881,,80,7.268,0,0,27.604,6.628,0.694893885,1,"d,c,b",3.798018712,19%,0.810390767,28%,-9%,1
3.826,3.826,,80,9.907,2,0.4,66.036,6.607,0.692687539,1,"d,b",6.665589987,41%,1.33721454,50%,-9%,1
6.657,6.657,68.719,68.719,6.339,3,0.6,34.834,0.881,0.091090565,6,"c,a,b,d",5.495188516,32%,1.123424385,41%,-9%,1
8.684,8.684,57.248,57.248,10.176,1,0.2,36.008,0.014,0,3,"b,a,c",3.538522013,17%,0.766803768,26%,-9%,1
3.261,3.261,72.628,72.628,4.809,4,0.8,42.565,7.009,0.734923303,2,"b,d,a",8.851112497,58%,1.741968547,68%,-9%,1
11.511,11.511,66.432,66.432,12.033,3,0.6,93.824,1.898,0.197940744,6,a,7.7972243,50%,1.552285974,60%,-9%,1
1.417,1.417,80.555,80.555,8.033,2,0.4,52.698,8.036,0.842824123,3,"c,a",6.560189219,41%,1.327539527,50%,-10%,1
9.968,9.968,91.766,91.766,6.449,2,0.4,54.353,5.92,0.62050851,3,"d,a,c",8.428128392,55%,1.672492058,65%,-10%,1
4.652,4.652,73.47,73.47,8.197,0,0,34.771,5.779,0.605694474,4,b,4.241917775,23%,0.905017812,32%,-10%,1
6.363,6.363,70.847,70.847,6.607,4,0.8,42.664,0.954,0.098760244,6,c,6.457393673,40%,1.311590282,49%,-10%,1
6.73,6.73,84.339,84.339,9.504,0,0,44.235,5.221,0.547068712,2,d,4.654356061,26%,0.984245307,35%,-10%,1
8.356,8.356,66.114,66.114,9.218,2,0.4,63.537,4.412,0.462071864,5,"d,b,c,a",6.892709915,43%,1.407116311,53%,-10%,1
