id,water,water--adjust,water/area_norm,uv,UV adjust,area,fertilizer_usage,Fret_use_norm,yield,pesticides,Pest_norm,region,categories, Y over area , Y over area_norm,ADDED Cost Values,ADDED Cost Values_norm,Profit ratio
463,9.51,9.51,0.621600106,72.989,72.989,8.303,4,0.8,83.798,1.122,0.116411011,2,"d,b,a",10.09249669,0.68,1.538011117,0.59,0.09
644,8.23,8.23,0.536685684,72.973,72.973,8.351,5,1,111.401,4.478,0.469006094,0,b,13.33983954,0.93,2.005691778,0.79,0.14
531,4.81,4.81,0.309804962,72.937,72.937,12.824,3,0.6,95.261,1.633,0.17009876,3,"c,b,a",7.428337492,0.47,1.079903722,0.4,0.08
703,1.613,1.613,0.097717925,72.889,72.889,7.186,0,0,55.694,3.565,0.37308258,2,"a,d,b",7.750347899,0.5,0.470800505,0.14,0.36
540,6.372,6.372,0.413427093,72.873,72.873,9.036,0,0,33.832,5.085,0.532779996,6,c,3.744134573,0.19,0.946207089,0.34,-0.15
280,0.537,0.537,0.026336739,72.863,72.863,10.349,1,0.2,48.787,0.824,0.085101912,1,"c,d,a",4.714175283,0.26,0.311438651,0.07,0.19
63,6.92,6.92,0.44978108,72.802,72.802,12.447,0,0,110.495,4.928,0.516284934,4,"c,b,a",8.877239495,0.58,0.966066014,0.35,0.24
208,1.827,1.827,0.111914555,72.793,72.793,10.752,3,0.6,73.822,1.096,0.113679344,2,"d,b,c,a",6.865885417,0.43,0.825593899,0.29,0.14
800,9.192,9.192,0.600504179,72.77,72.77,4.22,2,0.4,26.759,1.391,0.144673251,2,"c,a",6.340995261,0.39,1.14517743,0.42,-0.03
459,5.988,5.988,0.387952766,72.768,72.768,4.478,2,0.4,46.661,3.724,0.389787771,3,"b,d,a",10.4200536,0.7,1.177740537,0.44,0.27
421,5.24,5.24,0.338330901,72.732,72.732,7.659,1,0.2,38.149,0.982,0.101702038,4,"c,b,d,a",4.980937459,0.28,0.640032939,0.21,0.07
214,6.871,6.871,0.44653045,72.698,72.698,12.304,1,0.2,48.278,2.242,0.234082791,6,"b,c",3.923764629,0.2,0.88061324,0.31,-0.11
822,8.578,8.578,0.559771792,72.647,72.647,6.375,3,0.6,72.211,3.839,0.401870141,3,"d,b,c,a",11.32721569,0.77,1.561641933,0.6,0.18
223,8.39,8.39,0.547299987,72.646,72.646,9.109,1,0.2,56.3,2.339,0.244274007,4,c,6.180700406,0.38,0.991573994,0.36,0.02
37,3.261,3.261,0.207045243,72.628,72.628,4.809,4,0.8,42.565,7.009,0.734923303,2,"b,d,a",8.851112497,0.58,1.741968547,0.68,-0.09
131,9.46,9.46,0.618283137,72.626,72.626,7.076,4,0.8,70.959,1.038,0.107585627,1,a,10.02812323,0.67,1.525868764,0.58,0.09
637,8.786,8.786,0.573570386,72.598,72.598,6.939,4,0.8,51.203,2.333,0.243643623,6,"b,d,a",7.379017149,0.47,1.617214009,0.62,-0.15
932,4.294,4.294,0.275573836,72.557,72.557,5.716,3,0.6,54.932,2.313,0.241542341,2,"b,c,a,d",9.610216935,0.64,1.117116177,0.41,0.23
121,11.243,11.243,0.736566273,72.49,72.49,6.011,4,0.8,69.878,2.578,0.269384324,0,"b,c",11.6250208,0.8,1.805950597,0.7,0.1
401,4.514,4.514,0.290168502,72.468,72.468,13.076,0,0,58.09,4.061,0.425194369,4,"a,c,b",4.442490058,0.24,0.715362871,0.24,0
857,4.216,4.216,0.270399363,72.42,72.42,10.412,0,0,75.061,3.372,0.352805211,2,"c,b,a",7.20908567,0.46,0.623204574,0.2,0.25
753,8.44,8.44,0.550616956,72.415,72.415,9.07,3,0.6,67.319,1.14,0.118302164,3,"b,a",7.42216097,0.47,1.268919121,0.48,0
807,7.352,7.352,0.478439697,72.373,72.373,12.173,3,0.6,76.708,6.412,0.672200042,6,"a,c,b",6.301486897,0.39,1.75063974,0.68,-0.29
65,2.36,2.36,0.147273451,72.298,72.298,4.581,3,0.6,34.786,1.264,0.131330111,2,"c,b,d",7.593538529,0.49,0.878603562,0.31,0.17
903,7.379,7.379,0.480230861,72.252,72.252,6.788,2,0.4,35.202,0.627,0.064404287,1,c,5.185916323,0.3,0.944635148,0.34,-0.04
683,5.234,5.234,0.337932865,72.133,72.133,5.398,5,1,57.854,0.749,0.077222105,3,"d,b",10.71767321,0.73,1.41515497,0.54,0.19
550,1.963,1.963,0.120936712,72.115,72.115,9.564,2,0.4,35.764,6.931,0.726728304,6,d,3.739439565,0.19,1.247665016,0.47,-0.28
77,2.943,2.943,0.185949317,72.097,72.097,9.674,2,0.4,68.136,2.139,0.223261189,0,d,7.0432086,0.44,0.809210506,0.28,0.16
945,6.17,6.17,0.400026536,72.08,72.08,13.553,2,0.4,78.59,7.328,0.768438748,4,"a,d",5.798716151,0.35,1.568465283,0.6,-0.26
108,4.71,4.71,0.303171023,72.066,72.066,6.478,3,0.6,39.714,7.637,0.800903551,2,c,6.130595863,0.37,1.704074574,0.66,-0.29
956,5.695,5.695,0.368515324,71.963,71.963,9.805,2,0.4,36.009,0.756,0.077957554,5,"c,b,a,d",3.672514023,0.18,0.846472879,0.3,-0.12
322,5.91,5.91,0.382778294,71.869,71.869,7.333,3,0.6,60.631,6.69,0.701407859,1,"c,a,d",8.268239465,0.54,1.684186153,0.65,-0.11
803,13.337,13.337,0.875480961,71.816,71.816,3.115,3,0.6,22.435,3.119,0.326223997,6,c,7.202247191,0.45,1.801704957,0.7,-0.25
442,1.598,1.598,0.096722834,71.792,71.792,8.305,1,0.2,52.913,6.187,0.648560622,2,c,6.371222155,0.39,0.945283456,0.34,0.05
941,9.7,9.7,0.634204591,71.769,71.769,4.13,2,0.4,29.673,2.075,0.216537088,0,"b,c,a,d",7.184745763,0.45,1.250741678,0.47,-0.01
19,0.911,0.911,0.051147671,71.769,71.769,8.139,1,0.2,33.981,0.452,0.046018071,4,"b,a",4.175082934,0.22,0.297165743,0.06,0.16
884,6.4,6.4,0.415284596,71.725,71.725,10.049,1,0.2,53.753,6.93,0.72662324,2,b,5.349089462,0.31,1.341907836,0.51,-0.2
778,3.442,3.442,0.219052673,71.694,71.694,6.563,3,0.6,61.703,2.133,0.222630805,2,"c,a,b,d",9.401645589,0.63,1.041683478,0.38,0.25
317,6.225,6.225,0.403675202,71.647,71.647,1.897,2,0.4,16.298,2.903,0.303530153,2,"c,d",8.5914602,0.56,1.107205356,0.41,0.16
977,,5,0.322409447,71.619,71.619,7.383,1,0.2,41.035,6.506,0.682076066,3,d,5.558038738,0.33,1.204485513,0.45,-0.12
835,8.9,8.9,0.581133077,71.592,71.592,8.912,1,0.2,81.532,3.393,0.355011557,1,"a,c,b",9.148563734,0.61,1.136144634,0.42,0.19
275,2.778,2.778,0.175003317,71.524,71.524,10.4,0,0,69.606,3.747,0.392204245,3,"c,b,a",6.692884615,0.42,0.567207562,0.18,0.24
40,7.598,7.598,0.494759188,71.507,71.507,6.905,2,0.4,70.029,3.585,0.375183862,2,"d,a",10.14178132,0.68,1.26994305,0.48,0.21
370,3.12,3.12,0.197691389,71.453,71.453,8.977,3,0.6,66.421,1.336,0.138894726,3,"b,d",7.399019717,0.47,0.936586115,0.33,0.14
489,11.369,11.369,0.744925036,71.429,71.429,8.039,5,1,106.065,2.944,0.307837781,2,"b,c,a",13.1938052,0.92,2.052762818,0.81,0.11
467,6.51,6.51,0.422581929,71.291,71.291,7.327,3,0.6,68.952,4.45,0.466064299,4,"c,b,d,a",9.410672854,0.63,1.488646228,0.57,0.06
970,9.721,9.721,0.635597718,71.279,71.279,8.951,1,0.2,34.892,1.009,0.104538769,6,c,3.898111943,0.2,0.940136487,0.34,-0.14
230,7.864,7.864,0.512405466,71.261,71.261,6.951,5,1,90.602,5.128,0.537297752,1,a,13.03438354,0.91,2.049703218,0.81,0.1
487,6.846,6.846,0.444871965,71.249,71.249,7.643,0,0,44.347,4.537,0.475204875,2,"d,c,b",5.802302761,0.35,0.92007684,0.33,0.02
423,4.41,4.41,0.283269205,71.244,71.244,6.388,1,0.2,51.494,3.778,0.395461231,1,b,8.061051972,0.52,0.878730437,0.31,0.21
811,6.432,6.432,0.417407457,71.218,71.218,10.513,2,0.4,58.407,0.715,0.073649926,2,"a,b,c",5.555692952,0.33,0.891057383,0.32,0.01
609,8.67,8.67,0.565875017,71.206,71.206,3.523,1,0.2,20.605,0.529,0.054108006,2,"c,b,a",5.848708487,0.35,0.819983022,0.29,0.06
52,2.562,2.562,0.160674008,71.158,71.158,8.002,0,0,51.531,3.577,0.374343349,4,c,6.439765059,0.4,0.535017358,0.17,0.23
466,7.623,7.623,0.496417673,71.149,71.149,7.594,4,0.8,84.383,5.63,0.590039924,2,d,11.11179879,0.76,1.886457597,0.74,0.02
98,3.811,3.811,0.243531909,71.13,71.13,8.108,3,0.6,56.575,3.83,0.400924564,6,"c,a,d",6.977676369,0.44,1.244456473,0.47,-0.03
354,4.573,4.573,0.294082526,71.038,71.038,6.393,1,0.2,48.684,4.449,0.465959235,2,"b,c",7.61520413,0.49,0.960041761,0.34,0.14
559,5.359,5.359,0.346225289,71.02,71.02,7.162,2,0.4,60.974,3.021,0.315927716,0,"c,a,d,b",8.513543703,0.56,1.062153004,0.39,0.17
184,3.429,3.429,0.218190261,70.942,70.942,9.029,0,0,61.571,3.414,0.357217903,2,c,6.819249086,0.43,0.575408164,0.18,0.24
678,4.945,4.945,0.31876078,70.92,70.92,6.971,1,0.2,34.591,6.386,0.669468376,2,"c,b",4.962128819,0.28,1.188229156,0.44,-0.16
734,8.156,8.156,0.531776569,70.899,70.899,9.563,1,0.2,55.093,3.638,0.380752259,6,"d,a,c",5.761058245,0.34,1.112528828,0.41,-0.07
820,6.363,6.363,0.412830038,70.847,70.847,6.607,4,0.8,42.664,0.954,0.098760244,6,c,6.457393673,0.4,1.311590282,0.49,-0.1
605,6.84,6.84,0.444473929,70.801,70.801,10.207,1,0.2,69.49,3.103,0.324542971,4,c,6.808072891,0.42,0.9690169,0.35,0.08
856,3.11,3.11,0.197027995,70.787,70.787,6.504,1,0.2,31.893,1.2,0.12460601,2,"d,b",4.903597786,0.28,0.521634005,0.16,0.12
795,2.53,2.53,0.158551148,70.783,70.783,7.308,2,0.4,64.891,3.849,0.402920782,2,"b,d,a",8.879447181,0.58,0.961471929,0.35,0.24
935,7.14,7.14,0.464375746,70.758,70.758,9.716,0,0,42.683,3.694,0.386635848,6,"c,b",4.393062989,0.24,0.851011594,0.3,-0.06
181,2.756,2.756,0.17354385,70.658,70.658,12.236,0,0,66.051,0.059,0.004727884,2,"b,d",5.39808761,0.31,0.178271734,0.01,0.3
843,9.44,9.44,0.616956349,70.653,70.653,5.782,2,0.4,29.646,0.257,0.025530574,6,"d,b",5.127291595,0.29,1.042486922,0.38,-0.09
995,5.457,5.457,0.352726549,70.622,70.622,8.163,3,0.6,89.809,4.224,0.442319815,2,c,11.00196006,0.75,1.395046364,0.53,0.22
982,0.874,0.874,0.048693114,70.592,70.592,7.457,0,0,16.276,6.273,0.657596134,6,"c,b,d,a",2.182647177,0.07,0.706289248,0.24,-0.17
408,8.499,8.499,0.55453098,70.584,70.584,10.61,1,0.2,60.29,3.12,0.326329061,6,a,5.682375118,0.34,1.080860041,0.4,-0.06
925,3.854,3.854,0.246384503,70.575,70.575,14.158,1,0.2,39.093,8.358,0.876654759,5,"b,d,a,c",2.761195084,0.11,1.323039263,0.5,-0.39
955,,2,0.12339127,70.54,70.54,5.017,3,0.6,35.066,4.605,0.482349233,5,"d,b,c",6.989435918,0.44,1.205740503,0.45,-0.01
339,8.344,8.344,0.544248375,70.526,70.526,7.986,2,0.4,42.269,4.745,0.497058206,5,"a,d,b",5.292887553,0.31,1.44130658,0.55,-0.24
952,,8,0.521427624,70.481,70.481,6.898,0,0,39.184,5.035,0.527526791,0,"c,a,b,d",5.680487098,0.34,1.048954415,0.38,-0.05
919,,7,0.455088231,70.471,70.471,7.255,2,0.4,40.23,0.287,0.028682496,2,d,5.545141282,0.33,0.883770728,0.31,0.01
268,12.458,12.458,0.817168635,70.46,70.46,5.928,2,0.4,43.134,7.746,0.812355537,2,c,7.276315789,0.46,2.029524172,0.8,-0.34
193,7.968,7.968,0.519304763,70.425,70.425,6.518,5,1,74.873,1.715,0.178714016,1,"d,b,c",11.48711261,0.79,1.698018779,0.66,0.13
814,,10,0.654106408,70.418,70.418,10.009,4,0.8,99.13,7.306,0.766127338,1,"b,a,c,d",9.904086322,0.66,2.220233746,0.88,-0.21
507,5.171,5.171,0.333753483,70.401,70.401,15.508,0,0,51.948,1.706,0.177768439,6,"d,b",3.349754965,0.16,0.511521922,0.16,0
643,2.756,2.756,0.17354385,70.307,70.307,6.495,2,0.4,56.732,4.137,0.433179239,1,"b,a,c",8.734719015,0.57,1.00672309,0.36,0.21
256,7.97,7.97,0.519437442,70.294,70.294,4.209,3,0.6,36.232,1.771,0.184597605,0,"b,c",8.60822048,0.56,1.304035046,0.49,0.07
298,2.161,2.161,0.134071912,70.267,70.267,8.619,2,0.4,42.821,8.254,0.865728094,2,"b,c,a",4.968209769,0.28,1.399800006,0.53,-0.25
311,6.497,6.497,0.421719517,70.258,70.258,8.89,5,1,123.868,3.822,0.400084051,4,"a,b",13.93340832,0.98,1.821803568,0.71,0.27
452,8.376,8.376,0.546371235,70.244,70.244,8.503,2,0.4,46.469,0.582,0.059676403,2,"b,d",5.465012349,0.32,1.006047638,0.36,-0.04
675,8.26,8.26,0.538675866,70.157,70.157,9.271,4,0.8,118.92,4.007,0.419520908,3,"d,b,c,a",12.82709524,0.89,1.758196773,0.68,0.21
588,4.86,4.86,0.313121932,70.15,70.15,0.653,3,0.6,5.998,6.092,0.638579534,2,"d,a,c",9.185298622,0.61,1.551701465,0.59,0.01
215,5.436,5.436,0.351333422,70.144,70.144,6.521,0,0,19.73,0.667,0.06860685,2,"c,d,b",3.025609569,0.13,0.419940272,0.12,0.01
746,6.432,6.432,0.417407457,70.144,70.144,5.895,0,0,21.328,0.679,0.069867619,2,"c,b,d",3.61798134,0.18,0.487275076,0.14,0.03
827,5.965,5.965,0.38642696,70.131,70.131,10.941,3,0.6,97.313,5.148,0.539399033,4,b,8.894342382,0.59,1.525825994,0.58,0
16,3.986,3.986,0.255141303,70.084,70.084,11.912,0,0,57.42,1.791,0.186698886,3,"d,b,c,a",4.820349228,0.27,0.441840189,0.13,0.14
329,2.89,2.89,0.182433329,70.072,70.072,7.388,1,0.2,38.599,1.194,0.123975625,1,c,5.22455333,0.3,0.506408954,0.15,0.15
528,4.259,4.259,0.273251957,,70,4.088,4,0.8,35.516,0.739,0.076171465,0,"b,c,a",8.687866928,0.57,1.149423422,0.42,0.15
433,6.434,6.434,0.417540135,,70,7.105,3,0.6,69.169,3.756,0.393149821,0,"b,d,c",9.735256861,0.65,1.410689957,0.54,0.12
719,8.126,8.126,0.529786387,,70,5.101,3,0.6,43.121,0.429,0.043601597,2,"c,b",8.453440502,0.55,1.173387984,0.43,0.12
188,1.732,1.732,0.105612313,,70,7.242,1,0.2,51.86,7.048,0.739020803,2,"d,b",7.161005247,0.45,1.044633115,0.38,0.07
623,5.144,5.144,0.331962319,,70,6.344,3,0.6,57.953,4.832,0.506198781,2,"b,c,a",9.135088272,0.6,1.4381611,0.55,0.06
792,9.31,9.31,0.608332228,,70,7.764,2,0.4,63.153,2.561,0.267598235,2,"c,d,b",8.134080371,0.53,1.275930463,0.48,0.05
414,7.36,7.36,0.478970413,,70,11.437,3,0.6,85.552,1.451,0.150977096,2,"c,b",7.480283291,0.48,1.229947509,0.46,0.02
737,11.319,11.319,0.741608067,,70,7.53,2,0.4,97.228,4.361,0.456713595,2,c,12.91208499,0.9,1.598321662,0.61,0.28
238,5.727,5.727,0.370638185,,70,6.324,0,0,25.767,1.621,0.168837991,3,"c,b,d",4.074478178,0.21,0.539476176,0.17,0.05
767,11.29,11.29,0.739684224,,70,7.047,4,0.8,99.586,3.069,0.320970792,3,a,14.13168724,0.99,1.860655017,0.73,0.27
142,9.817,9.817,0.6419663,,70,3.546,3,0.6,47.086,3.146,0.329060727,4,"d,c",13.2786238,0.93,1.571027027,0.6,0.32
53,3.946,3.946,0.252487727,,70,12.401,1,0.2,94.638,3.874,0.405547384,4,"c,b",7.631481332,0.49,0.858035111,0.3,0.19
645,4.14,4.14,0.265357569,,70,9.275,4,0.8,62.577,6.067,0.635952931,5,"d,b,c,a",6.746846361,0.42,1.701310501,0.66,-0.24
27,,6,0.388748839,,70,11.008,0,0,33.722,0.661,0.067976466,6,b,3.06340843,0.13,0.456725305,0.13,0
473,4.395,4.395,0.282274114,,70,12.64,0,0,61.114,4.26,0.446102122,6,"d,c,b",4.834968354,0.27,0.728376237,0.25,0.02
464,12.254,12.254,0.803635399,69.971,69.971,10.755,3,0.6,75.168,9.096,0.954192057,4,b,6.989121339,0.44,2.357827456,0.94,-0.5
191,3.891,3.891,0.248839061,69.953,69.953,9.264,0,0,23.519,1.45,0.150872032,3,"b,c",2.538752159,0.09,0.399711093,0.11,-0.01
727,,2,0.12339127,69.941,69.941,5.173,3,0.6,54.453,5.458,0.571968901,2,"b,d,c,a",10.52638701,0.71,1.295360171,0.49,0.23
909,8.597,8.597,0.561032241,69.929,69.929,8.615,1,0.2,62.41,4.482,0.46942635,1,"b,d,c",7.244341265,0.46,1.230458591,0.46,0
891,6.16,6.16,0.399363142,69.926,69.926,7.488,3,0.6,64.873,5.43,0.569027107,2,"b,a",8.663595085,0.57,1.568390248,0.6,-0.03
871,3.473,3.473,0.221109195,69.914,69.914,1.788,4,0.8,18.622,5.588,0.585627233,2,"b,c,a",10.41498881,0.7,1.606736427,0.62,0.09
292,7.377,7.377,0.480098182,69.84,69.84,7.978,3,0.6,85.2,4.361,0.456713595,2,d,10.67936826,0.72,1.536811778,0.59,0.14
551,5.54,5.54,0.358232719,69.833,69.833,6.045,4,0.8,36.684,0.056,0.004412692,6,"a,c",6.068486352,0.37,1.16264541,0.43,-0.06
80,2.525,2.525,0.158219451,69.814,69.814,9.498,0,0,29.959,0.314,0.031519227,6,"d,b",3.154242999,0.14,0.189738677,0.02,0.12
261,5.198,5.198,0.335544646,69.783,69.783,5.681,1,0.2,30.288,5.92,0.62050851,2,b,5.33145573,0.31,1.156053157,0.43,-0.12
418,6.83,6.83,0.443810535,69.76,69.76,7.207,0,0,30.602,6.68,0.700357218,2,"b,c",4.246149577,0.23,1.144167753,0.42,-0.2
832,4.575,4.575,0.294215205,69.758,69.758,8.998,1,0.2,35.795,1.746,0.181971002,5,"c,a",3.978106246,0.2,0.676186207,0.22,-0.02
116,7.429,7.429,0.483547831,69.749,69.749,10.497,0,0,19.15,1.728,0.180079849,6,"c,b",1.824330761,0.04,0.663627679,0.22,-0.18
785,8.941,8.941,0.583852992,69.738,69.738,8.745,2,0.4,59.026,1.789,0.186488758,3,"b,a,d,c",6.749685535,0.42,1.17034175,0.43,-0.01
926,5.415,5.415,0.349940295,69.707,69.707,11.838,3,0.6,52.47,0.904,0.093507039,6,b,4.432336543,0.24,1.043447334,0.38,-0.14
318,2.84,2.84,0.179116359,69.645,69.645,10.658,0,0,41.876,2.195,0.229144778,6,"c,b,a",3.929067367,0.2,0.408261138,0.11,0.09
861,7.893,7.893,0.514329309,69.592,69.592,7.364,5,1,49.527,0.333,0.033515444,6,"c,b",6.725556763,0.42,1.547844753,0.59,-0.18
855,2.112,2.112,0.130821282,69.586,69.586,7.107,3,0.6,52.502,5.912,0.619667997,2,c,7.38736457,0.47,1.350489279,0.51,-0.04
44,7.155,7.155,0.465370837,69.505,69.505,5.894,5,1,71.325,4.983,0.522063459,2,"d,c",12.10128945,0.83,1.987434296,0.78,0.06
650,2.692,2.692,0.169298129,69.424,69.424,4.042,3,0.6,27.839,7.256,0.760874133,1,c,6.887431964,0.43,1.530172262,0.59,-0.16
915,,8,0.521427624,69.36,69.36,5.629,2,0.4,24.375,0.782,0.08068922,6,"b,d,a",4.330254042,0.23,1.002116844,0.36,-0.13
512,4.832,4.832,0.311264429,69.357,69.357,5.257,3,0.6,46.507,2.813,0.294074385,2,"c,b,d",8.846680616,0.58,1.205338814,0.45,0.13
198,5.455,5.455,0.35259387,69.339,69.339,6.488,1,0.2,39.492,5.82,0.610002101,3,"b,a,d",6.086929716,0.37,1.162595972,0.43,-0.06
973,3.591,3.591,0.228937243,69.28,69.28,6.418,4,0.8,58.406,1.012,0.104853961,3,d,9.100342786,0.6,1.133791204,0.42,0.18
654,0.782,0.782,0.04258989,69.273,69.273,8.359,1,0.2,48.082,5.813,0.609266653,2,"d,b",5.75212346,0.34,0.851856543,0.3,0.04
3,1.995,1.995,0.123059573,69.248,69.248,1.738,3,0.6,17.984,0.603,0.061882748,2,a,10.34752589,0.7,0.784942321,0.27,0.43
173,1.334,1.334,0.079209234,69.205,69.205,9.588,2,0.4,119.293,4.447,0.465749107,2,d,12.44190655,0.86,0.944958341,0.34,0.52
548,3.42,3.42,0.217593207,69.202,69.202,10.832,0,0,32.116,6.005,0.629438958,6,"b,c",2.964918759,0.13,0.847032165,0.3,-0.17
765,3.994,3.994,0.255672018,69.151,69.151,5.931,1,0.2,41.946,3.764,0.393990334,1,c,7.072331816,0.44,0.849662352,0.3,0.15
878,6.837,6.837,0.44427491,69.123,69.123,12.329,2,0.4,84.743,0.035,0.002206346,4,b,6.873469057,0.43,0.846481256,0.3,0.13
185,9.154,9.154,0.597983282,69.117,69.117,0.263,4,0.8,2.843,2.684,0.280521118,2,"d,b,a",10.80988593,0.73,1.6785044,0.65,0.09
157,,3,0.189730662,69.114,69.114,12.717,4,0.8,137.596,1.9,0.198150872,2,"c,a,b",10.81984745,0.74,1.187881534,0.44,0.29
796,3.67,3.67,0.234178055,68.932,68.932,5.721,1,0.2,40.947,4.837,0.506724102,2,c,7.157315155,0.45,0.940902157,0.34,0.11
362,9.295,9.295,0.607337137,68.929,68.929,2.108,1,0.2,23.033,3.586,0.375288926,3,d,10.92647059,0.74,1.182626063,0.44,0.3
333,4.968,4.968,0.320286586,68.927,68.927,9.665,2,0.4,68.254,2.305,0.240701828,0,"c,b,d,a",7.061976203,0.44,0.960988414,0.35,0.1
231,3.93,3.93,0.251426297,68.896,68.896,7.691,2,0.4,41.693,7.36,0.771800798,2,"b,d,a",5.421011572,0.32,1.423227095,0.54,-0.22
153,5.362,5.362,0.346424307,68.859,68.859,1.716,1,0.2,11.726,2.417,0.252469006,2,"b,c,a,d",6.833333333,0.43,0.798893313,0.28,0.15
384,4.599,4.599,0.29580735,68.834,68.834,7.091,5,1,48.509,6.633,0.695419206,5,a,6.840925116,0.43,1.991226556,0.78,-0.35
831,11.61,11.61,0.76091283,68.82,68.82,4.001,1,0.2,35.956,4.277,0.447888212,2,"c,a,b",8.986753312,0.59,1.408801042,0.53,0.06
431,8.148,8.148,0.531245854,68.797,68.797,11.893,3,0.6,83.083,0.05,0.003782307,4,"d,c",6.985874044,0.44,1.135028161,0.42,0.02
335,1.97,1.97,0.121401088,68.791,68.791,6.986,1,0.2,76.502,2.563,0.267808363,3,"d,c",10.95075866,0.75,0.589209451,0.19,0.56
541,8.41,8.41,0.548626775,68.735,68.735,12.607,4,0.8,131.49,6.105,0.639945367,4,"c,a,b",10.42991989,0.71,1.988572141,0.78,-0.07
439,6.657,6.657,0.43233382,68.719,68.719,6.339,3,0.6,34.834,0.881,0.091090565,6,"c,a,b,d",5.495188516,0.32,1.123424385,0.41,-0.09
640,2.826,2.826,0.178187608,68.694,68.694,11.758,0,0,62.034,6.318,0.662324018,2,d,5.275897261,0.31,0.840511625,0.29,0.01
117,12.588,12.588,0.825792756,68.651,68.651,7.534,3,0.6,86.926,3.56,0.37255726,2,"d,c",11.53782851,0.79,1.798350016,0.7,0.09
125,2.291,2.291,0.142696033,68.649,68.649,13.835,0,0,37.918,5.443,0.57039294,6,"d,a,b",2.740730033,0.11,0.713088973,0.24,-0.13
404,8.487,8.487,0.553734908,68.603,68.603,6.035,3,0.6,65.21,5.457,0.571863837,2,b,10.8053024,0.73,1.725598745,0.67,0.07
426,8.821,8.821,0.575892265,68.588,68.588,3.789,3,0.6,35.186,1.438,0.149611263,3,"c,b,d",9.286355239,0.62,1.325503528,0.5,0.12
536,9.43,9.43,0.616292955,68.497,68.497,8.624,2,0.4,108.664,3.323,0.347657071,1,d,12.60018553,0.87,1.363950026,0.52,0.36
212,7.31,7.31,0.475653443,68.481,68.481,6.07,2,0.4,38.915,1.191,0.123660433,1,"b,a",6.411037891,0.39,0.999313876,0.36,0.03
911,3.923,3.923,0.250961921,68.449,68.449,5.881,2,0.4,29.194,7.677,0.805106115,2,"d,a,c",4.964121748,0.28,1.456068036,0.55,-0.27
197,5.159,5.159,0.33295741,68.41,68.41,9.938,3,0.6,64.586,5.421,0.56808153,5,c,6.498893137,0.4,1.50103894,0.57,-0.17
332,9.716,9.716,0.635266021,68.383,68.383,3.98,1,0.2,32.355,4.343,0.454822442,6,d,8.129396985,0.53,1.290088463,0.48,0.04
358,5.79,5.79,0.374817567,68.354,68.354,9.327,0,0,73.35,4.406,0.461441479,3,"c,b",7.864265037,0.51,0.836259046,0.29,0.21
417,4.1,4.1,0.262703994,68.326,68.326,8.38,3,0.6,52.876,0.336,0.033830637,0,"b,d,c",6.309785203,0.39,0.89653463,0.32,0.07
587,5.73,5.73,0.370837203,68.306,68.306,10.161,0,0,25.241,0.965,0.099915949,6,a,2.484105895,0.09,0.470753152,0.14,-0.05
166,2.112,2.112,0.130821282,68.282,68.282,6.68,2,0.4,47.695,2.09,0.218113049,2,"c,b",7.13997006,0.45,0.748934331,0.26,0.19
264,4.49,4.49,0.288576357,68.274,68.274,9.971,1,0.2,78.114,3.975,0.416158857,0,"b,d,c,a",7.834118945,0.5,0.904735214,0.32,0.18
920,4.381,4.381,0.281345363,68.231,68.231,6.344,0,0,40.603,5.276,0.552847237,0,"b,c,a",6.400220681,0.39,0.8341926,0.29,0.1
249,1.456,1.456,0.08730264,68.223,68.223,2.724,2,0.4,29.995,2.245,0.234397983,4,a,11.01138032,0.75,0.721700623,0.24,0.51
319,6.944,6.944,0.451373225,68.218,68.218,8.417,3,0.6,63.15,0.7,0.072073965,3,"d,a,b",7.502673161,0.48,1.123447191,0.41,0.06
802,4.969,4.969,0.320352926,68.191,68.191,7.066,4,0.8,49.467,2.259,0.23586888,6,"d,c,a,b",7.000707614,0.44,1.356221806,0.51,-0.07
553,7.596,7.596,0.494626509,68.127,68.127,10.846,0,0,27.002,1.02,0.105694474,6,"b,c",2.489581413,0.09,0.600320983,0.19,-0.1
122,8.68,8.68,0.566538411,68.103,68.103,7.912,3,0.6,79.497,4.161,0.435700777,2,b,10.04764914,0.68,1.602239188,0.62,0.06
503,3.89,3.89,0.248772721,68.096,68.096,8.054,1,0.2,35.143,6.245,0.654654339,6,"c,a",4.363421902,0.23,1.10342706,0.41,-0.17
947,7.79,7.79,0.507496351,68.066,68.066,9.254,1,0.2,42.932,7.353,0.77106535,1,"c,a,d",4.639291117,0.26,1.478561701,0.56,-0.31
477,6.891,6.891,0.447857238,67.972,67.972,7.925,4,0.8,99.159,3.535,0.369930658,4,"d,b,c,a",12.51217666,0.87,1.617787895,0.62,0.24
325,1.989,1.989,0.122661536,67.951,67.951,7.346,2,0.4,44.543,1.448,0.150661904,3,b,6.063572012,0.37,0.67332344,0.22,0.14
760,5.841,5.841,0.378200876,67.945,67.945,9.566,3,0.6,76.196,1.948,0.203193948,3,"c,b",7.965293749,0.51,1.181394824,0.44,0.08
968,1.71,1.71,0.104152846,67.928,67.928,4.782,2,0.4,61.784,4.316,0.451985711,2,a,12.92011711,0.9,0.956138557,0.34,0.56
456,9.6,9.6,0.627570651,67.911,67.911,3.908,3,0.6,36.917,1.525,0.158751839,2,"b,d",9.446519959,0.63,1.38632249,0.53,0.1
